concept_id_1,concept_id_2,relationship,relationship_source
129226572,129226572,synonym,demo: address residence apartment (matched on question text)
134210521,129226572,synonym,demo: address residence apartment (matched on question text)
164233037,129226572,synonym,demo: address residence apartment (matched on question text)
179406442,129226572,synonym,demo: address residence apartment (matched on question text)
188067494,129226572,synonym,demo: address residence apartment (matched on question text)
194165243,129226572,synonym,demo: address residence apartment (matched on question text)
258232940,129226572,synonym,demo: address residence apartment (matched on question text)
278164536,129226572,synonym,demo: address residence apartment (matched on question text)
300476868,129226572,synonym,demo: address residence apartment (matched on question text)
362882148,129226572,synonym,demo: address residence apartment (matched on question text)
387077376,129226572,synonym,demo: address residence apartment (matched on question text)
450630128,129226572,synonym,demo: address residence apartment (matched on question text)
469838242,129226572,synonym,demo: address residence apartment (matched on question text)
501859375,129226572,synonym,demo: address residence apartment (matched on question text)
521925072,129226572,synonym,demo: address residence apartment (matched on question text)
526672486,129226572,synonym,demo: address residence apartment (matched on question text)
539812906,129226572,synonym,demo: address residence apartment (matched on question text)
585360350,129226572,synonym,demo: address residence apartment (matched on question text)
653181757,129226572,synonym,demo: address residence apartment (matched on question text)
671149035,129226572,synonym,demo: address residence apartment (matched on question text)
693368144,129226572,synonym,demo: address residence apartment (matched on question text)
746533238,129226572,synonym,demo: address residence apartment (matched on question text)
783145717,129226572,synonym,demo: address residence apartment (matched on question text)
803339020,129226572,synonym,demo: address residence apartment (matched on question text)
817839081,129226572,synonym,demo: address residence apartment (matched on question text)
843674851,129226572,synonym,demo: address residence apartment (matched on question text)
848348504,129226572,synonym,demo: address residence apartment (matched on question text)
852404375,129226572,synonym,demo: address residence apartment (matched on question text)
853931010,129226572,synonym,demo: address residence apartment (matched on question text)
886284650,129226572,synonym,demo: address residence apartment (matched on question text)
906119853,129226572,synonym,demo: address residence apartment (matched on question text)
911964974,129226572,synonym,demo: address residence apartment (matched on question text)
981594981,129226572,synonym,demo: address residence apartment (matched on question text)
101804763,101804763,synonym,demo: address residence city (matched on question text)
107050954,101804763,synonym,demo: address residence city (matched on question text)
113352592,101804763,synonym,demo: address residence city (matched on question text)
128827522,101804763,synonym,demo: address residence city (matched on question text)
148846635,101804763,synonym,demo: address residence city (matched on question text)
160188014,101804763,synonym,demo: address residence city (matched on question text)
218334768,101804763,synonym,demo: address residence city (matched on question text)
280877371,101804763,synonym,demo: address residence city (matched on question text)
282089547,101804763,synonym,demo: address residence city (matched on question text)
288498031,101804763,synonym,demo: address residence city (matched on question text)
303500597,101804763,synonym,demo: address residence city (matched on question text)
309461541,101804763,synonym,demo: address residence city (matched on question text)
333852852,101804763,synonym,demo: address residence city (matched on question text)
351559021,101804763,synonym,demo: address residence city (matched on question text)
367684056,101804763,synonym,demo: address residence city (matched on question text)
384403974,101804763,synonym,demo: address residence city (matched on question text)
416620941,101804763,synonym,demo: address residence city (matched on question text)
418702418,101804763,synonym,demo: address residence city (matched on question text)
445867902,101804763,synonym,demo: address residence city (matched on question text)
450433102,101804763,synonym,demo: address residence city (matched on question text)
451993790,101804763,synonym,demo: address residence city (matched on question text)
476697171,101804763,synonym,demo: address residence city (matched on question text)
493041638,101804763,synonym,demo: address residence city (matched on question text)
536516743,101804763,synonym,demo: address residence city (matched on question text)
548773158,101804763,synonym,demo: address residence city (matched on question text)
556576930,101804763,synonym,demo: address residence city (matched on question text)
565540989,101804763,synonym,demo: address residence city (matched on question text)
570311888,101804763,synonym,demo: address residence city (matched on question text)
571926996,101804763,synonym,demo: address residence city (matched on question text)
588699608,101804763,synonym,demo: address residence city (matched on question text)
591687168,101804763,synonym,demo: address residence city (matched on question text)
599753334,101804763,synonym,demo: address residence city (matched on question text)
648495207,101804763,synonym,demo: address residence city (matched on question text)
686611963,101804763,synonym,demo: address residence city (matched on question text)
703385619,101804763,synonym,demo: address residence city (matched on question text)
703944664,101804763,synonym,demo: address residence city (matched on question text)
706592013,101804763,synonym,demo: address residence city (matched on question text)
711881258,101804763,synonym,demo: address residence city (matched on question text)
715370929,101804763,synonym,demo: address residence city (matched on question text)
725583683,101804763,synonym,demo: address residence city (matched on question text)
726739712,101804763,synonym,demo: address residence city (matched on question text)
733619119,101804763,synonym,demo: address residence city (matched on question text)
742177990,101804763,synonym,demo: address residence city (matched on question text)
744290061,101804763,synonym,demo: address residence city (matched on question text)
860984191,101804763,synonym,demo: address residence city (matched on question text)
876546260,101804763,synonym,demo: address residence city (matched on question text)
888514303,101804763,synonym,demo: address residence city (matched on question text)
890792569,101804763,synonym,demo: address residence city (matched on question text)
891573875,101804763,synonym,demo: address residence city (matched on question text)
907038282,101804763,synonym,demo: address residence city (matched on question text)
930511603,101804763,synonym,demo: address residence city (matched on question text)
931999203,101804763,synonym,demo: address residence city (matched on question text)
983038259,101804763,synonym,demo: address residence city (matched on question text)
202104231,202104231,synonym,demo: address residence country (matched on question text)
261025083,202104231,synonym,demo: address residence country (matched on question text)
274940131,202104231,synonym,demo: address residence country (matched on question text)
298170847,202104231,synonym,demo: address residence country (matched on question text)
337088272,202104231,synonym,demo: address residence country (matched on question text)
368486703,202104231,synonym,demo: address residence country (matched on question text)
384576626,202104231,synonym,demo: address residence country (matched on question text)
388427546,202104231,synonym,demo: address residence country (matched on question text)
398249766,202104231,synonym,demo: address residence country (matched on question text)
429200007,202104231,synonym,demo: address residence country (matched on question text)
440796912,202104231,synonym,demo: address residence country (matched on question text)
452103273,202104231,synonym,demo: address residence country (matched on question text)
477319994,202104231,synonym,demo: address residence country (matched on question text)
489019597,202104231,synonym,demo: address residence country (matched on question text)
497260033,202104231,synonym,demo: address residence country (matched on question text)
500100435,202104231,synonym,demo: address residence country (matched on question text)
525778327,202104231,synonym,demo: address residence country (matched on question text)
526462982,202104231,synonym,demo: address residence country (matched on question text)
540340377,202104231,synonym,demo: address residence country (matched on question text)
587765197,202104231,synonym,demo: address residence country (matched on question text)
589689090,202104231,synonym,demo: address residence country (matched on question text)
600319581,202104231,synonym,demo: address residence country (matched on question text)
603853574,202104231,synonym,demo: address residence country (matched on question text)
627992821,202104231,synonym,demo: address residence country (matched on question text)
639871686,202104231,synonym,demo: address residence country (matched on question text)
659457234,202104231,synonym,demo: address residence country (matched on question text)
661148931,202104231,synonym,demo: address residence country (matched on question text)
677739650,202104231,synonym,demo: address residence country (matched on question text)
723108194,202104231,synonym,demo: address residence country (matched on question text)
728704613,202104231,synonym,demo: address residence country (matched on question text)
733365745,202104231,synonym,demo: address residence country (matched on question text)
733929451,202104231,synonym,demo: address residence country (matched on question text)
734345879,202104231,synonym,demo: address residence country (matched on question text)
734860227,202104231,synonym,demo: address residence country (matched on question text)
780298998,202104231,synonym,demo: address residence country (matched on question text)
782945615,202104231,synonym,demo: address residence country (matched on question text)
785016438,202104231,synonym,demo: address residence country (matched on question text)
807127029,202104231,synonym,demo: address residence country (matched on question text)
819429013,202104231,synonym,demo: address residence country (matched on question text)
831127170,202104231,synonym,demo: address residence country (matched on question text)
837244890,202104231,synonym,demo: address residence country (matched on question text)
847327251,202104231,synonym,demo: address residence country (matched on question text)
874199876,202104231,synonym,demo: address residence country (matched on question text)
876521406,202104231,synonym,demo: address residence country (matched on question text)
882731998,202104231,synonym,demo: address residence country (matched on question text)
886247195,202104231,synonym,demo: address residence country (matched on question text)
900377581,202104231,synonym,demo: address residence country (matched on question text)
915222355,202104231,synonym,demo: address residence country (matched on question text)
921220809,202104231,synonym,demo: address residence country (matched on question text)
924583345,202104231,synonym,demo: address residence country (matched on question text)
932828568,202104231,synonym,demo: address residence country (matched on question text)
934567929,202104231,synonym,demo: address residence country (matched on question text)
941168091,202104231,synonym,demo: address residence country (matched on question text)
981509686,202104231,synonym,demo: address residence country (matched on question text)
101219440,101219440,synonym,demo: address residence state (matched on question text)
109991481,101219440,synonym,demo: address residence state (matched on question text)
149514187,101219440,synonym,demo: address residence state (matched on question text)
181005197,101219440,synonym,demo: address residence state (matched on question text)
187799450,101219440,synonym,demo: address residence state (matched on question text)
192663941,101219440,synonym,demo: address residence state (matched on question text)
195068098,101219440,synonym,demo: address residence state (matched on question text)
195845897,101219440,synonym,demo: address residence state (matched on question text)
202200799,101219440,synonym,demo: address residence state (matched on question text)
215797578,101219440,synonym,demo: address residence state (matched on question text)
273371161,101219440,synonym,demo: address residence state (matched on question text)
283900560,101219440,synonym,demo: address residence state (matched on question text)
290370013,101219440,synonym,demo: address residence state (matched on question text)
300933270,101219440,synonym,demo: address residence state (matched on question text)
304326324,101219440,synonym,demo: address residence state (matched on question text)
313586037,101219440,synonym,demo: address residence state (matched on question text)
337485417,101219440,synonym,demo: address residence state (matched on question text)
348049244,101219440,synonym,demo: address residence state (matched on question text)
389478638,101219440,synonym,demo: address residence state (matched on question text)
390463636,101219440,synonym,demo: address residence state (matched on question text)
390941579,101219440,synonym,demo: address residence state (matched on question text)
394294282,101219440,synonym,demo: address residence state (matched on question text)
439447560,101219440,synonym,demo: address residence state (matched on question text)
451394598,101219440,synonym,demo: address residence state (matched on question text)
463064782,101219440,synonym,demo: address residence state (matched on question text)
467126157,101219440,synonym,demo: address residence state (matched on question text)
486511102,101219440,synonym,demo: address residence state (matched on question text)
487043303,101219440,synonym,demo: address residence state (matched on question text)
502068619,101219440,synonym,demo: address residence state (matched on question text)
513329248,101219440,synonym,demo: address residence state (matched on question text)
516936572,101219440,synonym,demo: address residence state (matched on question text)
544692849,101219440,synonym,demo: address residence state (matched on question text)
557852952,101219440,synonym,demo: address residence state (matched on question text)
585153023,101219440,synonym,demo: address residence state (matched on question text)
585473282,101219440,synonym,demo: address residence state (matched on question text)
596751155,101219440,synonym,demo: address residence state (matched on question text)
605344820,101219440,synonym,demo: address residence state (matched on question text)
612617245,101219440,synonym,demo: address residence state (matched on question text)
634434746,101219440,synonym,demo: address residence state (matched on question text)
645589113,101219440,synonym,demo: address residence state (matched on question text)
700620868,101219440,synonym,demo: address residence state (matched on question text)
756548442,101219440,synonym,demo: address residence state (matched on question text)
768114466,101219440,synonym,demo: address residence state (matched on question text)
789637860,101219440,synonym,demo: address residence state (matched on question text)
843508307,101219440,synonym,demo: address residence state (matched on question text)
843680322,101219440,synonym,demo: address residence state (matched on question text)
862255177,101219440,synonym,demo: address residence state (matched on question text)
892150843,101219440,synonym,demo: address residence state (matched on question text)
900950849,101219440,synonym,demo: address residence state (matched on question text)
905002640,101219440,synonym,demo: address residence state (matched on question text)
908044428,101219440,synonym,demo: address residence state (matched on question text)
915859406,101219440,synonym,demo: address residence state (matched on question text)
917021073,101219440,synonym,demo: address residence state (matched on question text)
970839481,101219440,synonym,demo: address residence state (matched on question text)
105043152,105043152,synonym,demo: address residence street_name (matched on question text)
110516520,105043152,synonym,demo: address residence street_name (matched on question text)
111275683,105043152,synonym,demo: address residence street_name (matched on question text)
115195973,105043152,synonym,demo: address residence street_name (matched on question text)
117544868,105043152,synonym,demo: address residence street_name (matched on question text)
142318726,105043152,synonym,demo: address residence street_name (matched on question text)
154163153,105043152,synonym,demo: address residence street_name (matched on question text)
174111872,105043152,synonym,demo: address residence street_name (matched on question text)
194338739,105043152,synonym,demo: address residence street_name (matched on question text)
204186397,105043152,synonym,demo: address residence street_name (matched on question text)
216954796,105043152,synonym,demo: address residence street_name (matched on question text)
258544530,105043152,synonym,demo: address residence street_name (matched on question text)
306092529,105043152,synonym,demo: address residence street_name (matched on question text)
325919807,105043152,synonym,demo: address residence street_name (matched on question text)
351069956,105043152,synonym,demo: address residence street_name (matched on question text)
351319555,105043152,synonym,demo: address residence street_name (matched on question text)
398622449,105043152,synonym,demo: address residence street_name (matched on question text)
416862112,105043152,synonym,demo: address residence street_name (matched on question text)
419659205,105043152,synonym,demo: address residence street_name (matched on question text)
423713680,105043152,synonym,demo: address residence street_name (matched on question text)
424347938,105043152,synonym,demo: address residence street_name (matched on question text)
438475588,105043152,synonym,demo: address residence street_name (matched on question text)
462701424,105043152,synonym,demo: address residence street_name (matched on question text)
469679476,105043152,synonym,demo: address residence street_name (matched on question text)
474541595,105043152,synonym,demo: address residence street_name (matched on question text)
481599610,105043152,synonym,demo: address residence street_name (matched on question text)
520630754,105043152,synonym,demo: address residence street_name (matched on question text)
542763783,105043152,synonym,demo: address residence street_name (matched on question text)
543135391,105043152,synonym,demo: address residence street_name (matched on question text)
553357862,105043152,synonym,demo: address residence street_name (matched on question text)
555767576,105043152,synonym,demo: address residence street_name (matched on question text)
561635035,105043152,synonym,demo: address residence street_name (matched on question text)
563832508,105043152,synonym,demo: address residence street_name (matched on question text)
565515774,105043152,synonym,demo: address residence street_name (matched on question text)
573998459,105043152,synonym,demo: address residence street_name (matched on question text)
580185896,105043152,synonym,demo: address residence street_name (matched on question text)
599607007,105043152,synonym,demo: address residence street_name (matched on question text)
605155921,105043152,synonym,demo: address residence street_name (matched on question text)
633590687,105043152,synonym,demo: address residence street_name (matched on question text)
645150792,105043152,synonym,demo: address residence street_name (matched on question text)
646099557,105043152,synonym,demo: address residence street_name (matched on question text)
666011940,105043152,synonym,demo: address residence street_name (matched on question text)
677922318,105043152,synonym,demo: address residence street_name (matched on question text)
686647703,105043152,synonym,demo: address residence street_name (matched on question text)
688216428,105043152,synonym,demo: address residence street_name (matched on question text)
696874548,105043152,synonym,demo: address residence street_name (matched on question text)
706861475,105043152,synonym,demo: address residence street_name (matched on question text)
707276214,105043152,synonym,demo: address residence street_name (matched on question text)
709374950,105043152,synonym,demo: address residence street_name (matched on question text)
732107715,105043152,synonym,demo: address residence street_name (matched on question text)
734790700,105043152,synonym,demo: address residence street_name (matched on question text)
735022625,105043152,synonym,demo: address residence street_name (matched on question text)
746619983,105043152,synonym,demo: address residence street_name (matched on question text)
756458580,105043152,synonym,demo: address residence street_name (matched on question text)
760197341,105043152,synonym,demo: address residence street_name (matched on question text)
802585033,105043152,synonym,demo: address residence street_name (matched on question text)
803219073,105043152,synonym,demo: address residence street_name (matched on question text)
819844467,105043152,synonym,demo: address residence street_name (matched on question text)
857265979,105043152,synonym,demo: address residence street_name (matched on question text)
868650023,105043152,synonym,demo: address residence street_name (matched on question text)
872527709,105043152,synonym,demo: address residence street_name (matched on question text)
903490632,105043152,synonym,demo: address residence street_name (matched on question text)
915527263,105043152,synonym,demo: address residence street_name (matched on question text)
945532934,105043152,synonym,demo: address residence street_name (matched on question text)
952124199,105043152,synonym,demo: address residence street_name (matched on question text)
993557817,105043152,synonym,demo: address residence street_name (matched on question text)
117703279,117703279,synonym,demo: address residence street_number (matched on question text)
119483547,117703279,synonym,demo: address residence street_number (matched on question text)
130174162,117703279,synonym,demo: address residence street_number (matched on question text)
143093472,117703279,synonym,demo: address residence street_number (matched on question text)
199489170,117703279,synonym,demo: address residence street_number (matched on question text)
234037089,117703279,synonym,demo: address residence street_number (matched on question text)
255248624,117703279,synonym,demo: address residence street_number (matched on question text)
264707783,117703279,synonym,demo: address residence street_number (matched on question text)
275244758,117703279,synonym,demo: address residence street_number (matched on question text)
284547539,117703279,synonym,demo: address residence street_number (matched on question text)
295693777,117703279,synonym,demo: address residence street_number (matched on question text)
306805272,117703279,synonym,demo: address residence street_number (matched on question text)
351559015,117703279,synonym,demo: address residence street_number (matched on question text)
476938134,117703279,synonym,demo: address residence street_number (matched on question text)
622968789,117703279,synonym,demo: address residence street_number (matched on question text)
666445636,117703279,synonym,demo: address residence street_number (matched on question text)
785588454,117703279,synonym,demo: address residence street_number (matched on question text)
838725845,117703279,synonym,demo: address residence street_number (matched on question text)
875706715,117703279,synonym,demo: address residence street_number (matched on question text)
893639464,117703279,synonym,demo: address residence street_number (matched on question text)
985267931,117703279,synonym,demo: address residence street_number (matched on question text)
988266183,117703279,synonym,demo: address residence street_number (matched on question text)
103689435,103689435,synonym,demo: address residence zip (matched on question text)
127963610,103689435,synonym,demo: address residence zip (matched on question text)
158186064,103689435,synonym,demo: address residence zip (matched on question text)
202784871,103689435,synonym,demo: address residence zip (matched on question text)
230376384,103689435,synonym,demo: address residence zip (matched on question text)
245044197,103689435,synonym,demo: address residence zip (matched on question text)
248996395,103689435,synonym,demo: address residence zip (matched on question text)
256790385,103689435,synonym,demo: address residence zip (matched on question text)
266861817,103689435,synonym,demo: address residence zip (matched on question text)
267027102,103689435,synonym,demo: address residence zip (matched on question text)
286781627,103689435,synonym,demo: address residence zip (matched on question text)
335435992,103689435,synonym,demo: address residence zip (matched on question text)
354833686,103689435,synonym,demo: address residence zip (matched on question text)
379899229,103689435,synonym,demo: address residence zip (matched on question text)
385095107,103689435,synonym,demo: address residence zip (matched on question text)
404892571,103689435,synonym,demo: address residence zip (matched on question text)
421779583,103689435,synonym,demo: address residence zip (matched on question text)
449168732,103689435,synonym,demo: address residence zip (matched on question text)
453691095,103689435,synonym,demo: address residence zip (matched on question text)
455968200,103689435,synonym,demo: address residence zip (matched on question text)
467947502,103689435,synonym,demo: address residence zip (matched on question text)
494380686,103689435,synonym,demo: address residence zip (matched on question text)
554901696,103689435,synonym,demo: address residence zip (matched on question text)
559534463,103689435,synonym,demo: address residence zip (matched on question text)
624226136,103689435,synonym,demo: address residence zip (matched on question text)
649864362,103689435,synonym,demo: address residence zip (matched on question text)
659122266,103689435,synonym,demo: address residence zip (matched on question text)
673034401,103689435,synonym,demo: address residence zip (matched on question text)
674024553,103689435,synonym,demo: address residence zip (matched on question text)
684217044,103689435,synonym,demo: address residence zip (matched on question text)
687407917,103689435,synonym,demo: address residence zip (matched on question text)
701056236,103689435,synonym,demo: address residence zip (matched on question text)
716343828,103689435,synonym,demo: address residence zip (matched on question text)
737885885,103689435,synonym,demo: address residence zip (matched on question text)
787391994,103689435,synonym,demo: address residence zip (matched on question text)
795253129,103689435,synonym,demo: address residence zip (matched on question text)
803526907,103689435,synonym,demo: address residence zip (matched on question text)
812433386,103689435,synonym,demo: address residence zip (matched on question text)
814137809,103689435,synonym,demo: address residence zip (matched on question text)
814644814,103689435,synonym,demo: address residence zip (matched on question text)
845446624,103689435,synonym,demo: address residence zip (matched on question text)
855530921,103689435,synonym,demo: address residence zip (matched on question text)
865310914,103689435,synonym,demo: address residence zip (matched on question text)
892050548,103689435,synonym,demo: address residence zip (matched on question text)
936129960,103689435,synonym,demo: address residence zip (matched on question text)
938180781,103689435,synonym,demo: address residence zip (matched on question text)
949478044,103689435,synonym,demo: address residence zip (matched on question text)
958757635,103689435,synonym,demo: address residence zip (matched on question text)
970000442,103689435,synonym,demo: address residence zip (matched on question text)
970217879,103689435,synonym,demo: address residence zip (matched on question text)
972332937,103689435,synonym,demo: address residence zip (matched on question text)
984908796,103689435,synonym,demo: address residence zip (matched on question text)
190883115,190883115,synonym,demo: address school apartment (matched on question text)
161170041,161170041,synonym,demo: address school city (matched on question text)
225725599,161170041,synonym,demo: address school city (matched on question text)
147113671,147113671,synonym,demo: address school country (matched on question text)
403679963,147113671,synonym,demo: address school country (matched on question text)
660217075,660217075,synonym,demo: address school state (matched on question text)
977086216,660217075,synonym,demo: address school state (matched on question text)
249657148,249657148,synonym,demo: address school street_name (matched on question text)
494271326,249657148,synonym,demo: address school street_name (matched on question text)
952170182,249657148,synonym,demo: address school street_name (matched on question text)
970996351,970996351,synonym,demo: address school street_number (matched on question text)
884494489,884494489,synonym,demo: address school zip (matched on question text)
997041632,884494489,synonym,demo: address school zip (matched on question text)
146107174,146107174,synonym,demo: address work apartment (matched on question text)
233198706,146107174,synonym,demo: address work apartment (matched on question text)
371588177,146107174,synonym,demo: address work apartment (matched on question text)
404141282,146107174,synonym,demo: address work apartment (matched on question text)
868232409,146107174,synonym,demo: address work apartment (matched on question text)
173155090,173155090,synonym,demo: address work city (matched on question text)
181422361,173155090,synonym,demo: address work city (matched on question text)
515150210,173155090,synonym,demo: address work city (matched on question text)
568581510,173155090,synonym,demo: address work city (matched on question text)
583500714,173155090,synonym,demo: address work city (matched on question text)
627183798,173155090,synonym,demo: address work city (matched on question text)
652022112,173155090,synonym,demo: address work city (matched on question text)
936393993,173155090,synonym,demo: address work city (matched on question text)
959804472,173155090,synonym,demo: address work city (matched on question text)
962868433,173155090,synonym,demo: address work city (matched on question text)
132779701,132779701,synonym,demo: address work country (matched on question text)
237204853,132779701,synonym,demo: address work country (matched on question text)
268600708,132779701,synonym,demo: address work country (matched on question text)
294634899,132779701,synonym,demo: address work country (matched on question text)
702591232,132779701,synonym,demo: address work country (matched on question text)
867109611,132779701,synonym,demo: address work country (matched on question text)
108530997,108530997,synonym,demo: address work state (matched on question text)
182449282,108530997,synonym,demo: address work state (matched on question text)
730666903,108530997,synonym,demo: address work state (matched on question text)
742105146,108530997,synonym,demo: address work state (matched on question text)
774707280,108530997,synonym,demo: address work state (matched on question text)
901141257,108530997,synonym,demo: address work state (matched on question text)
253017624,253017624,synonym,demo: address work street_name (matched on question text)
330163034,253017624,synonym,demo: address work street_name (matched on question text)
422521705,253017624,synonym,demo: address work street_name (matched on question text)
510435329,253017624,synonym,demo: address work street_name (matched on question text)
520264332,253017624,synonym,demo: address work street_name (matched on question text)
555595404,253017624,synonym,demo: address work street_name (matched on question text)
584350267,253017624,synonym,demo: address work street_name (matched on question text)
840147245,253017624,synonym,demo: address work street_name (matched on question text)
855583262,253017624,synonym,demo: address work street_name (matched on question text)
307515427,307515427,synonym,demo: address work street_number (matched on question text)
493984171,307515427,synonym,demo: address work street_number (matched on question text)
903896611,307515427,synonym,demo: address work street_number (matched on question text)
101341673,101341673,synonym,demo: address work zip (matched on question text)
110852652,101341673,synonym,demo: address work zip (matched on question text)
168091937,101341673,synonym,demo: address work zip (matched on question text)
182144476,101341673,synonym,demo: address work zip (matched on question text)
599770535,101341673,synonym,demo: address work zip (matched on question text)
609408466,101341673,synonym,demo: address work zip (matched on question text)
